(20,)
[ 2  8  8  3  3 -1 -1  2  0  0  0  0  0  0  0  0  0  0  0  0]
source,t,order,variable,value
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.6400000000000008, acceleration, x, -1.624844378597191
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.6600000000000008, position, x, -0.35290906010550904
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.6600000000000008, velocity, x, -0.9923674545021877
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.6600000000000008, acceleration, x, -1.6497110607943306
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.6800000000000008, position, x, -0.37308800918652485
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.6800000000000008, velocity, x, -1.0256103425400456
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.6800000000000008, acceleration, x, -1.67457774299147
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.7000000000000008, position, x, -0.3939367893647372
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.7000000000000008, velocity, x, -1.0593505642218466
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.7000000000000008, acceleration, x, -1.6994444251886096
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.7200000000000009, position, x, -0.415465347313025
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.7200000000000009, velocity, x, -1.09358811954759
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.7200000000000009, acceleration, x, -1.724311107385749
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.7400000000000009, position, x, -0.4376836297042671
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.7400000000000009, velocity, x, -1.1283230085172768
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.7400000000000009, acceleration, x, -1.7491777895828886
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.760000000000001, position, x, -0.46060158321134237
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.760000000000001, velocity, x, -1.1635552311309056
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.760000000000001, acceleration, x, -1.774044471780028
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.780000000000001, position, x, -0.48422915450712967
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.780000000000001, velocity, x, -1.1992847873884778
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.780000000000001, acceleration, x, -1.7989111539771676
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.800000000000001, position, x, -0.5085762902645078
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.800000000000001, velocity, x, -1.2355116772899928
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.800000000000001, acceleration, x, -1.823777836174307
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.820000000000001, position, x, -0.5336529371563558
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.820000000000001, velocity, x, -1.27223590083545
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.820000000000001, acceleration, x, -1.8486445183714466
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.840000000000001, position, x, -0.559469041855552
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.840000000000001, velocity, x, -1.3094574580248506
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.840000000000001, acceleration, x, -1.873511200568586
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.860000000000001, position, x, -0.586034551034976
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.860000000000001, velocity, x, -1.3471763488581936
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.860000000000001, acceleration, x, -1.8983778827657256
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.880000000000001, position, x, -0.6133594113675062
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.880000000000001, velocity, x, -1.3853925733354797
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.880000000000001, acceleration, x, -1.923244564962865
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.900000000000001, position, x, -0.6414535695260215
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.900000000000001, velocity, x, -1.4241061314567083
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.900000000000001, acceleration, x, -1.9481112471600042
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.920000000000001, position, x, -0.6703269721834009
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.920000000000001, velocity, x, -1.46331702322188
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.920000000000001, acceleration, x, -1.9729779293571437
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.940000000000001, position, x, -0.6999895660125229
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.940000000000001, velocity, x, -1.5030252486309945
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.940000000000001, acceleration, x, -1.9978446115542832
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.960000000000001, position, x, -0.730451297686267
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.960000000000001, velocity, x, -1.5432308076840513
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.960000000000001, acceleration, x, -2.0227112937514224
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.980000000000001, position, x, -0.7617221138775114
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.980000000000001, velocity, x, -1.583933700381051
1d_trajectories/cubic_zero_derivative_spline_example.json, 1.980000000000001, acceleration, x, -2.0475779759485624
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.000000000000001, position, x, 2.181838586664434
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.000000000000001, velocity, x, 1.9091029216427293
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.000000000000001, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.0200000000000014, position, x, 2.2200206450972892
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.0200000000000014, velocity, x, 1.9091029216427302
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.0200000000000014, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.040000000000001, position, x, 2.258202703530143
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.040000000000001, velocity, x, 1.909102921642731
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.040000000000001, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.0600000000000014, position, x, 2.2963847619629987
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.0600000000000014, velocity, x, 1.9091029216427318
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.0600000000000014, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.080000000000001, position, x, 2.3345668203958527
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.080000000000001, velocity, x, 1.9091029216427327
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.080000000000001, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.1000000000000014, position, x, 2.3727488788287086
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.1000000000000014, velocity, x, 1.9091029216427338
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.1000000000000014, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.120000000000001, position, x, 2.4109309372615613
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.120000000000001, velocity, x, 1.9091029216427344
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.120000000000001, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.1400000000000015, position, x, 2.4491129956944175
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.1400000000000015, velocity, x, 1.9091029216427353
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.1400000000000015, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.160000000000001, position, x, 2.4872950541272716
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.160000000000001, velocity, x, 1.9091029216427364
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.160000000000001, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.1800000000000015, position, x, 2.5254771125601274
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.1800000000000015, velocity, x, 1.9091029216427373
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.1800000000000015, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.200000000000001, position, x, 2.5636591709929806
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.200000000000001, velocity, x, 1.9091029216427382
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.200000000000001, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.2200000000000015, position, x, 2.6018412294258364
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.2200000000000015, velocity, x, 1.909102921642739
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.2200000000000015, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.240000000000001, position, x, 2.640023287858691
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.240000000000001, velocity, x, 1.9091029216427402
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.240000000000001, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.2600000000000016, position, x, 2.6782053462915463
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.2600000000000016, velocity, x, 1.909102921642741
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.2600000000000016, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.280000000000001, position, x, 2.7163874047244
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.280000000000001, velocity, x, 1.909102921642742
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.280000000000001, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.3000000000000016, position, x, 2.754569463157256
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.3000000000000016, velocity, x, 1.909102921642743
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.3000000000000016, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.320000000000001, position, x, 2.7927515215901106
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.320000000000001, velocity, x, 1.909102921642744
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.320000000000001, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.3400000000000016, position, x, 2.830933580022966
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.3400000000000016, velocity, x, 1.909102921642745
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.3400000000000016, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.360000000000001, position, x, 2.8691156384558196
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.360000000000001, velocity, x, 1.909102921642746
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.360000000000001, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.3800000000000017, position, x, 2.907297696888676
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.3800000000000017, velocity, x, 1.909102921642747
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.3800000000000017, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.4000000000000012, position, x, 2.94547975532153
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.4000000000000012, velocity, x, 1.9091029216427482
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.4000000000000012, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.4200000000000017, position, x, 2.983661813754386
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.4200000000000017, velocity, x, 1.9091029216427493
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.4200000000000017, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.4400000000000013, position, x, 3.02184387218724
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.4400000000000013, velocity, x, 1.9091029216427502
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.4400000000000013, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.4600000000000017, position, x, 3.0600259306200956
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.4600000000000017, velocity, x, 1.9091029216427513
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.4600000000000017, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.4800000000000013, position, x, 3.09820798905295
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.4800000000000013, velocity, x, 1.9091029216427524
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.4800000000000013, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.5000000000000018, position, x, 3.1363900474858064
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.5000000000000018, velocity, x, 1.9091029216427535
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.5000000000000018, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.5200000000000014, position, x, 3.17457210591866
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.5200000000000014, velocity, x, 1.9091029216427544
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.5200000000000014, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.540000000000002, position, x, 3.2127541643515163
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.540000000000002, velocity, x, 1.9091029216427555
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.540000000000002, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.5600000000000014, position, x, 3.2509362227843708
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.5600000000000014, velocity, x, 1.9091029216427566
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.5600000000000014, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.580000000000002, position, x, 3.2891182812172266
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.580000000000002, velocity, x, 1.909102921642758
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.580000000000002, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.6000000000000014, position, x, 3.3273003396500807
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.6000000000000014, velocity, x, 1.9091029216427589
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.6000000000000014, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.620000000000002, position, x, 3.365482398082937
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.620000000000002, velocity, x, 1.90910292164276
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.620000000000002, acceleration, x, 0
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.6400000000000015, position, x, 3.4036644565157914
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.6400000000000015, velocity, x, 1.9091029216427613
1d_trajectories/cubic_zero_derivative_spline_example.json, 2.6400000000000015, acceleration, x, 0
